,problem,problem_ancient,problem_modern
459,右从九九至一一，總成______，自相乘，得______，九人 分之，人得______。,右从九九至一一，總成______，自相乘，得______，九人 分之，人得______。,"这是一道古代数学题，翻译成现代汉语是：从99乘到11，总共有多少个数？这些数相乘，得到的结果是多少？将这个结果除以9，每个人得到的数是多少？

答案是：共有89个数，它们的积是7822040942235539410，每个人得到的数是869115660248393268。"
460,以九乘一十二，得______，六人分之，人得______。,以九乘一十二，得______，六人分之，人得______。,以九乘十二，得一百零八，六人分之，人得十八。
461,以二十七乘三十六，得______，一十八人分之，人得______。,以二十七乘三十六，得______，一十八人分之，人得______。,“以二十七乘三十六，得九百七十二，一十八人分之，人得五十四。”
462,以八十一乘一百八，得______，五十四人分之，人得______。,以八十一乘一百八，得______，五十四人分之，人得______。,“以八十一乘一百八，得九千一百八十八，五十四人分之，人得一百六十九点三七零七。”
463,以二百四十三乘三百二十四，得______，一百六十二人分之，人得______。,以二百四十三乘三百二十四，得______，一百六十二人分之，人得______。,“以二百四十三乘三百二十四，得七万七千三百十二，一百六十二人分之，人得四百七十六点五。”
464,以七百二十九乘九百七十二，得______，四百八十六人分之，人得______。,以七百二十九乘九百七十二，得______，四百八十六人分之，人得______。,以七百二十九乘九百七十二，得六百九十九万八千六百八十八，四百八十六人分之，人得一万四千四百三十六。
465,以二千一百八十七乘二千九百一十六，得______，一千四百五 十八人分之，得______。,以二千一百八十七乘二千九百一十六，得______，一千四百五 十八人分之，得______。,“以二千一百八十七乘二千九百一十六，得”可以翻译成“用二千一百八十七乘以二千九百一十六，得到”，“一千四百五十八人分之，得”可以翻译成“一千四百五十八份之一，得到”。因此，整句话的现代汉语翻译为：“用二千一百八十七乘以二千九百一十六，得到一个数，再除以一千四百五十八，得到一个比值。”
466,以六千五百六十一乘八千七百四十八，得______，四千三 百七十四人分之，人得______。,以六千五百六十一乘八千七百四十八，得______，四千三 百七十四人分之，人得______。,以六千五百六十一乘八千七百四十八，得五亿六千六百六十三万六千六百八十八，四千三百七十四人分之，人得一百三十万零一百六十六。
467,以一万九千六百八十三乘二万六千二百四十四，得______ ，一万三千一百二十二人分之，人得______。,以一万九千六百八十三乘二万六千二百四十四，得______ ，一万三千一百二十二人分之，人得______。,以一万九千六百八十三乘二万六千二百四十四，得四亿九千八百六十六万三千四百十二，一万三千一百二十二人分之，人得三千八百六十六点三四。
468,以五万九千四十九乘七万八千七百三十二，得______ ，三万九千三百六十六人分之，人得______。,以五万九千四十九乘七万八千七百三十二，得______ ，三万九千三百六十六人分之，人得______。,以五万九千四十九乘七万八千七百三十二，得四亿六千六百六十六万六千八百八十八，三万九千三百六十六人分之，人得一千一百六十二万四千四百四十四分之一。
469,以一十七万七千一百四十七乘二十三万六千一百九十六，得______，一十一万八千九十八人分之，得______。,以一十七万七千一百四十七乘二十三万六千一百九十六，得______，一十一万八千九十八人分之，得______。,“以一十七万七千一百四十七乘二十三万六千一百九十六，得”可以翻译成“用一百七十七万七千一百四十七乘以二百三十六万一千九百九十六，得到”，“一十一万八千九十八人分之，得”可以翻译成“将结果分成一百一十一万八千九十八份，每份的值为”。因此，整句话的翻译为：“用一百七十七万七千一百四十七乘以二百三十六万一千九百九十六，得到的结果，将其分成一百一十一万八千九十八份，每份的值为______。”
470,以五十三万一千四百四十一乘七十万八千五百八十八，得______，三十五万四千二百九十四人分之，人得______。,以五十三万一千四百四十一乘七十万八千五百八十八，得______，三十五万四千二百九十四人分之，人得______。,"这句话的现代汉语翻译是：将53,141,441乘以70,858, 得到3,758,096,947,878。将这个数除以35,4294，得到每人约106,000。"
471,今有一十八分之一十二。问：约之得几何？,今有一十八分之一十二。问：约之得几何？,"这句话的意思是“现在有十二的十八分之一，问约等于多少？” 

我们可以用以下公式来计算： 

约等于 = 原数 × 分子 ÷ 分母 

将原数设为12，分子设为18，分母设为1，则约等于 = 12 × 18 ÷ 1 = 216 

所以答案是216。"
472,今有三分之一、五分之二。问：合之二得几何？,今有三分之一、五分之二。问：合之二得几何？,"这句话的意思是：现在有三份之一和五份之二，问它们相加后是多少？ 

将其翻译成现代汉语：现在有1/3和2/5，问它们相加后是多少？"
473,今有九分之八，减其五分之一。问：余几何？,今有九分之八，减其五分之一。问：余几何？,"这句话的意思是：现在有一份物品，它的数量是八份中的九份，现在要从中减去五份中的一份，问剩下多少份。 

翻译成现代汉语就是：现在有一份物品，它的数量是八份中的九份，现在要从中减去五份中的一份，问剩下多少份。 

解题方法： 

首先，八份中的九份可以表示为 $\frac{9}{8}$，五份中的一份可以表示为 $\frac{1}{5}$。 

然后，将 $\frac{1}{5}$ 转化为 $\frac{8}{40}$，这样两个分数的分母就相同了。 

接着，将 $\frac{9}{8}$ 减去 $\frac{8}{40}$，得到的结果是 $\frac{31}{40}$。 

所以，剩下的份数是 $\frac{31}{40}$。"
474,今有三分之一，三分之二，四分之三。问：减多益少，几何而平？,今有三分之一，三分之二，四分之三。问：减多益少，几何而平？,这句话的现代汉语翻译是：现在有三个部分中的一个，三个部分中的两个，四个部分中的三个。问：减少多了反而增加，怎样才能平衡呢？
475,今有粟一斗。问：为粝米几何？,今有粟一斗。问：为粝米几何？,"这句话的意思是：现在有一斗粟米，问可以换成多少斗粳米？ 

其中，“粟”是指小米，“粝”是指粳米。 

根据古代的换算比例，一斗粟米可以换成一斗半的粳米，所以答案是：一斗粟米可以换成一斗半的粳米。"
476,今有粟二斗一升。问：为粺米几何？,今有粟二斗一升。问：为粺米几何？,"这句话的意思是：现在有两斗粟米和一升粟米，问这些粟米可以磨成多少斗粳米？

其中，“粟”是指小米，“粺”是指粳米。根据古代的计量单位，一斗等于十升，所以两斗粟米加一升粟米共计21升。而粳米的磨粉率大约是六成，也就是说，每十斗粟米可以磨出六斗粳米。因此，21升粟米可以磨出12.6斗粳米，约合12斗半。"
